variable,comunidad,valor,fecha
Solar fotovoltaica,Galicia,1121.218,2024-11-01
Otras renovables,Galicia,34697.682,2024-11-01
Cogeneración,Galicia,114899.896,2024-11-01
Residuos no renovables,Galicia,16140.549,2024-11-01
Residuos renovables,Galicia,16140.549,2024-11-01
Generación total,Galicia,2104937.774,2024-11-01
Hidráulica,Galicia,697074.623,2024-12-01
Carbón,Galicia,NA,2024-12-01
Ciclo combinado,Galicia,270244.133,2024-12-01
Eólica,Galicia,646443.395,2024-12-01
Solar fotovoltaica,Galicia,956.404,2024-12-01
Otras renovables,Galicia,36574.516,2024-12-01
Cogeneración,Galicia,102786.02,2024-12-01
Residuos no renovables,Galicia,16390.9815,2024-12-01
Residuos renovables,Galicia,16390.9815,2024-12-01
Generación total,Galicia,1786861.0540000002,2024-12-01
Carbón,Islas Baleares,NA,2023-01-01
Motores diésel,Islas Baleares,5815.134,2023-01-01
Turbina de gas,Islas Baleares,49679.904,2023-01-01
Ciclo combinado,Islas Baleares,237966.225,2023-01-01
Eólica,Islas Baleares,215.73,2023-01-01
Solar fotovoltaica,Islas Baleares,18553.86,2023-01-01
Otras renovables,Islas Baleares,110.742,2023-01-01
Cogeneración,Islas Baleares,3048.152,2023-01-01
Residuos no renovables,Islas Baleares,7361.8245,2023-01-01
Residuos renovables,Islas Baleares,7361.8245,2023-01-01
Generación total,Islas Baleares,330113.396,2023-01-01
Carbón,Islas Baleares,NA,2023-02-01
Motores diésel,Islas Baleares,15551.557,2023-02-01
Turbina de gas,Islas Baleares,32596.764,2023-02-01
Ciclo combinado,Islas Baleares,251258.503,2023-02-01
Eólica,Islas Baleares,183.24,2023-02-01
Solar fotovoltaica,Islas Baleares,22502.877,2023-02-01
Otras renovables,Islas Baleares,159.663,2023-02-01
Cogeneración,Islas Baleares,3044.677,2023-02-01
Residuos no renovables,Islas Baleares,9829.886,2023-02-01
Residuos renovables,Islas Baleares,9829.886,2023-02-01
Generación total,Islas Baleares,344957.053,2023-02-01
Carbón,Islas Baleares,NA,2023-03-01
Motores diésel,Islas Baleares,6985.399,2023-03-01
Turbina de gas,Islas Baleares,34818.868,2023-03-01
Ciclo combinado,Islas Baleares,234323.1,2023-03-01
Eólica,Islas Baleares,200.35,2023-03-01
Solar fotovoltaica,Islas Baleares,35804.476,2023-03-01
Otras renovables,Islas Baleares,171.352,2023-03-01
Cogeneración,Islas Baleares,3577.315,2023-03-01
Residuos no renovables,Islas Baleares,9637.882,2023-03-01
Residuos renovables,Islas Baleares,9637.882,2023-03-01
Generación total,Islas Baleares,335156.624,2023-03-01
Carbón,Islas Baleares,NA,2023-04-01
Motores diésel,Islas Baleares,7888.306,2023-04-01
Turbina de gas,Islas Baleares,29715.138,2023-04-01
Ciclo combinado,Islas Baleares,208569.336,2023-04-01
Eólica,Islas Baleares,127.345,2023-04-01
Solar fotovoltaica,Islas Baleares,38886.971,2023-04-01
Otras renovables,Islas Baleares,97.648,2023-04-01
Cogeneración,Islas Baleares,3617.922,2023-04-01
Residuos no renovables,Islas Baleares,10657.33,2023-04-01
Residuos renovables,Islas Baleares,10657.33,2023-04-01
Generación total,Islas Baleares,310217.32600000006,2023-04-01
Carbón,Islas Baleares,NA,2023-05-01
Motores diésel,Islas Baleares,13563.843,2023-05-01
Turbina de gas,Islas Baleares,35500.541,2023-05-01
Ciclo combinado,Islas Baleares,233753.555,2023-05-01
Eólica,Islas Baleares,249.651,2023-05-01
Solar fotovoltaica,Islas Baleares,34452.334,2023-05-01
Otras renovables,Islas Baleares,144.405,2023-05-01
Cogeneración,Islas Baleares,3517.302,2023-05-01
Residuos no renovables,Islas Baleares,12228.6005,2023-05-01
Residuos renovables,Islas Baleares,12228.6005,2023-05-01
Generación total,Islas Baleares,345638.83200000005,2023-05-01
Carbón,Islas Baleares,4713.774,2023-06-01
Motores diésel,Islas Baleares,21453.579,2023-06-01
Turbina de gas,Islas Baleares,56759.571,2023-06-01
Ciclo combinado,Islas Baleares,271561.298,2023-06-01
Eólica,Islas Baleares,56.18,2023-06-01
Solar fotovoltaica,Islas Baleares,37278.679,2023-06-01
Otras renovables,Islas Baleares,140.066,2023-06-01
Cogeneración,Islas Baleares,3783.118,2023-06-01
Residuos no renovables,Islas Baleares,15597.6535,2023-06-01
Residuos renovables,Islas Baleares,15597.6535,2023-06-01
Generación total,Islas Baleares,426941.572,2023-06-01
Carbón,Islas Baleares,60389.09,2023-07-01
Motores diésel,Islas Baleares,57953.706,2023-07-01
Turbina de gas,Islas Baleares,67410.049,2023-07-01
Ciclo combinado,Islas Baleares,317283.604,2023-07-01
Eólica,Islas Baleares,118.565,2023-07-01
Solar fotovoltaica,Islas Baleares,41528.992,2023-07-01
Otras renovables,Islas Baleares,102.288,2023-07-01
Cogeneración,Islas Baleares,3244.603,2023-07-01
Residuos no renovables,Islas Baleares,12541.196,2023-07-01
Residuos renovables,Islas Baleares,12541.196,2023-07-01
Generación total,Islas Baleares,573113.289,2023-07-01
Carbón,Islas Baleares,10832.294,2023-08-01
Motores diésel,Islas Baleares,65362.288,2023-08-01
Turbina de gas,Islas Baleares,53751.636,2023-08-01
Ciclo combinado,Islas Baleares,325128.039,2023-08-01
Eólica,Islas Baleares,97.921,2023-08-01
Solar fotovoltaica,Islas Baleares,44645.789,2023-08-01
Otras renovables,Islas Baleares,92.055,2023-08-01
Cogeneración,Islas Baleares,3740.057,2023-08-01
Residuos no renovables,Islas Baleares,14683.114,2023-08-01
Residuos renovables,Islas Baleares,14683.114,2023-08-01
Generación total,Islas Baleares,533016.3069999999,2023-08-01
Carbón,Islas Baleares,NA,2023-09-01
Motores diésel,Islas Baleares,33453.964,2023-09-01
Turbina de gas,Islas Baleares,49596.323,2023-09-01
Ciclo combinado,Islas Baleares,297309.446,2023-09-01
Eólica,Islas Baleares,NA,2023-09-01
Solar fotovoltaica,Islas Baleares,34955.541,2023-09-01
Otras renovables,Islas Baleares,141.281,2023-09-01
Cogeneración,Islas Baleares,3104.663,2023-09-01
Residuos no renovables,Islas Baleares,9934.0825,2023-09-01
Residuos renovables,Islas Baleares,9934.0825,2023-09-01
Generación total,Islas Baleares,438429.383,2023-09-01
Carbón,Islas Baleares,NA,2023-10-01
Motores diésel,Islas Baleares,17676.518,2023-10-01
Turbina de gas,Islas Baleares,44608.846,2023-10-01
Ciclo combinado,Islas Baleares,248195.743,2023-10-01
Eólica,Islas Baleares,10.36,2023-10-01
Solar fotovoltaica,Islas Baleares,33232.006,2023-10-01
Otras renovables,Islas Baleares,148.015,2023-10-01
Cogeneración,Islas Baleares,1729.496,2023-10-01
Residuos no renovables,Islas Baleares,10861.402,2023-10-01
Residuos renovables,Islas Baleares,10861.402,2023-10-01
Generación total,Islas Baleares,367323.788,2023-10-01
Carbón,Islas Baleares,NA,2023-11-01
Motores diésel,Islas Baleares,6837.471,2023-11-01
Turbina de gas,Islas Baleares,24499.784,2023-11-01
Ciclo combinado,Islas Baleares,226208.388,2023-11-01
Eólica,Islas Baleares,8.728,2023-11-01
Solar fotovoltaica,Islas Baleares,25426.848,2023-11-01
Otras renovables,Islas Baleares,143.54,2023-11-01
Cogeneración,Islas Baleares,2834.95,2023-11-01
Residuos no renovables,Islas Baleares,10810.194,2023-11-01
Residuos renovables,Islas Baleares,10810.194,2023-11-01
Generación total,Islas Baleares,307580.09700000007,2023-11-01
Carbón,Islas Baleares,NA,2023-12-01
Motores diésel,Islas Baleares,7183.187,2023-12-01
Turbina de gas,Islas Baleares,22922.036,2023-12-01
Ciclo combinado,Islas Baleares,235464.131,2023-12-01
Eólica,Islas Baleares,NA,2023-12-01
Solar fotovoltaica,Islas Baleares,23135.961,2023-12-01
Otras renovables,Islas Baleares,126.257,2023-12-01
Cogeneración,Islas Baleares,3210.191,2023-12-01
Residuos no renovables,Islas Baleares,8991.8355,2023-12-01
Residuos renovables,Islas Baleares,8991.8355,2023-12-01
Generación total,Islas Baleares,310025.43399999995,2023-12-01
Carbón,Islas Baleares,NA,2024-01-01
Motores diésel,Islas Baleares,6197.941,2024-01-01
Turbina de gas,Islas Baleares,25499.687,2024-01-01
Ciclo combinado,Islas Baleares,245660.033,2024-01-01
Eólica,Islas Baleares,NA,2024-01-01
Solar fotovoltaica,Islas Baleares,24202.342,2024-01-01
Otras renovables,Islas Baleares,104.23,2024-01-01
Cogeneración,Islas Baleares,3937.018,2024-01-01
Residuos no renovables,Islas Baleares,10485.035,2024-01-01
Residuos renovables,Islas Baleares,10485.035,2024-01-01
Generación total,Islas Baleares,326571.32099999994,2024-01-01
Carbón,Islas Baleares,NA,2024-02-01
Motores diésel,Islas Baleares,5700.401,2024-02-01
Turbina de gas,Islas Baleares,24103.73,2024-02-01
Ciclo combinado,Islas Baleares,219767.082,2024-02-01
Eólica,Islas Baleares,NA,2024-02-01
Solar fotovoltaica,Islas Baleares,30779.944,2024-02-01
Otras renovables,Islas Baleares,39.53,2024-02-01
Cogeneración,Islas Baleares,3739.749,2024-02-01
Residuos no renovables,Islas Baleares,5608.547,2024-02-01
Residuos renovables,Islas Baleares,5608.547,2024-02-01
Generación total,Islas Baleares,295347.5300000001,2024-02-01
Carbón,Islas Baleares,NA,2024-03-01
Motores diésel,Islas Baleares,6287.466,2024-03-01
Turbina de gas,Islas Baleares,25225.478,2024-03-01
Ciclo combinado,Islas Baleares,214683.962,2024-03-01
Eólica,Islas Baleares,NA,2024-03-01
Solar fotovoltaica,Islas Baleares,45313.498,2024-03-01
Otras renovables,Islas Baleares,40.002,2024-03-01
Cogeneración,Islas Baleares,3485.118,2024-03-01
Residuos no renovables,Islas Baleares,12829.401,2024-03-01
Residuos renovables,Islas Baleares,12829.401,2024-03-01
Generación total,Islas Baleares,320694.326,2024-03-01
Carbón,Islas Baleares,NA,2024-04-01
Motores diésel,Islas Baleares,18937.709,2024-04-01
Turbina de gas,Islas Baleares,29829.684,2024-04-01
Ciclo combinado,Islas Baleares,206604.698,2024-04-01
Eólica,Islas Baleares,NA,2024-04-01
Solar fotovoltaica,Islas Baleares,44635.174,2024-04-01
Otras renovables,Islas Baleares,15.544,2024-04-01
Cogeneración,Islas Baleares,1909.541,2024-04-01
Residuos no renovables,Islas Baleares,11323.399,2024-04-01
Residuos renovables,Islas Baleares,11323.399,2024-04-01
Generación total,Islas Baleares,324579.148,2024-04-01
Carbón,Islas Baleares,25151.704,2024-05-01
Motores diésel,Islas Baleares,12634.096,2024-05-01
Turbina de gas,Islas Baleares,29728.614,2024-05-01
Ciclo combinado,Islas Baleares,207906.06,2024-05-01
Eólica,Islas Baleares,NA,2024-05-01
Solar fotovoltaica,Islas Baleares,58312.555,2024-05-01
Otras renovables,Islas Baleares,41.385,2024-05-01
Cogeneración,Islas Baleares,3539.762,2024-05-01
Residuos no renovables,Islas Baleares,12275.0895,2024-05-01
Residuos renovables,Islas Baleares,12275.0895,2024-05-01
Generación total,Islas Baleares,361864.355,2024-05-01
Carbón,Islas Baleares,29836.832,2024-06-01
Motores diésel,Islas Baleares,18518.857,2024-06-01
Turbina de gas,Islas Baleares,43667.93,2024-06-01
Ciclo combinado,Islas Baleares,213691.132,2024-06-01
Eólica,Islas Baleares,NA,2024-06-01
Solar fotovoltaica,Islas Baleares,53285.447,2024-06-01
Otras renovables,Islas Baleares,78.099,2024-06-01
Cogeneración,Islas Baleares,3460.956,2024-06-01
Residuos no renovables,Islas Baleares,16584.2695,2024-06-01
Residuos renovables,Islas Baleares,16584.2695,2024-06-01
Generación total,Islas Baleares,395707.792,2024-06-01
Carbón,Islas Baleares,3062.204,2024-07-01
Motores diésel,Islas Baleares,51657.288,2024-07-01
Turbina de gas,Islas Baleares,52690.388,2024-07-01
Ciclo combinado,Islas Baleares,274345.568,2024-07-01
Eólica,Islas Baleares,NA,2024-07-01
Solar fotovoltaica,Islas Baleares,60157.333,2024-07-01
Otras renovables,Islas Baleares,184.025,2024-07-01
Cogeneración,Islas Baleares,3277.467,2024-07-01
Residuos no renovables,Islas Baleares,15726.691,2024-07-01
Residuos renovables,Islas Baleares,15726.691,2024-07-01
Generación total,Islas Baleares,476827.655,2024-07-01
Carbón,Islas Baleares,NA,2024-08-01
Motores diésel,Islas Baleares,63154.792,2024-08-01
Turbina de gas,Islas Baleares,57984.402,2024-08-01
Ciclo combinado,Islas Baleares,334325.767,2024-08-01
Eólica,Islas Baleares,NA,2024-08-01
Solar fotovoltaica,Islas Baleares,55454.05,2024-08-01
Otras renovables,Islas Baleares,289.926,2024-08-01
Cogeneración,Islas Baleares,3124.351,2024-08-01
Residuos no renovables,Islas Baleares,15578.734,2024-08-01
Residuos renovables,Islas Baleares,15578.734,2024-08-01
Generación total,Islas Baleares,545490.756,2024-08-01
Carbón,Islas Baleares,NA,2024-09-01
Motores diésel,Islas Baleares,37101.397,2024-09-01
Turbina de gas,Islas Baleares,36627.74,2024-09-01
Ciclo combinado,Islas Baleares,246117.449,2024-09-01
Eólica,Islas Baleares,NA,2024-09-01
Solar fotovoltaica,Islas Baleares,43990.356,2024-09-01
Otras renovables,Islas Baleares,364.813,2024-09-01
Cogeneración,Islas Baleares,2778.902,2024-09-01
Residuos no renovables,Islas Baleares,14196.1285,2024-09-01
Residuos renovables,Islas Baleares,14196.1285,2024-09-01
Generación total,Islas Baleares,395372.9140000001,2024-09-01
Carbón,Islas Baleares,NA,2024-10-01
Motores diésel,Islas Baleares,25321.735,2024-10-01
Turbina de gas,Islas Baleares,40918.34,2024-10-01
Ciclo combinado,Islas Baleares,233646.733,2024-10-01
Eólica,Islas Baleares,NA,2024-10-01
Solar fotovoltaica,Islas Baleares,38808.408,2024-10-01
Otras renovables,Islas Baleares,349.95,2024-10-01
Cogeneración,Islas Baleares,2285.203,2024-10-01
Residuos no renovables,Islas Baleares,9242.722,2024-10-01
Residuos renovables,Islas Baleares,9242.722,2024-10-01
Generación total,Islas Baleares,359815.813,2024-10-01
Carbón,Islas Baleares,NA,2024-11-01
Motores diésel,Islas Baleares,8042.043,2024-11-01
Turbina de gas,Islas Baleares,22217.788,2024-11-01
Ciclo combinado,Islas Baleares,228355.134,2024-11-01
Eólica,Islas Baleares,NA,2024-11-01
Solar fotovoltaica,Islas Baleares,26927.26,2024-11-01
Otras renovables,Islas Baleares,270.398,2024-11-01
Cogeneración,Islas Baleares,1879.075,2024-11-01
Residuos no renovables,Islas Baleares,9512.2355,2024-11-01
Residuos renovables,Islas Baleares,9512.2355,2024-11-01
Generación total,Islas Baleares,306716.169,2024-11-01
Carbón,Islas Baleares,NA,2024-12-01
Motores diésel,Islas Baleares,8270.191,2024-12-01
Turbina de gas,Islas Baleares,25456.891,2024-12-01
Ciclo combinado,Islas Baleares,287612.24,2024-12-01
Eólica,Islas Baleares,NA,2024-12-01
Solar fotovoltaica,Islas Baleares,24944.642,2024-12-01
Otras renovables,Islas Baleares,230.001,2024-12-01
Cogeneración,Islas Baleares,3266.863,2024-12-01
Residuos no renovables,Islas Baleares,12261.645,2024-12-01
Residuos renovables,Islas Baleares,12261.645,2024-12-01
Generación total,Islas Baleares,374304.118,2024-12-01
Hidráulica,Islas Canarias,275.382,2023-01-01
Motores diésel,Islas Canarias,153296.164,2023-01-01
Turbina de gas,Islas Canarias,15039.638,2023-01-01
Turbina de vapor,Islas Canarias,121140.182,2023-01-01
Ciclo combinado,Islas Canarias,280871.205,2023-01-01
Hidroeólica,Islas Canarias,1662.009,2023-01-01
Hidráulica,Islas Canarias,254.791,2023-02-01
Motores diésel,Islas Canarias,154132.385,2023-02-01
Turbina de gas,Islas Canarias,27222.044,2023-02-01
Turbina de vapor,Islas Canarias,120940.86,2023-02-01
Ciclo combinado,Islas Canarias,290331.462,2023-02-01
Hidroeólica,Islas Canarias,850.5,2023-02-01
Hidráulica,Islas Canarias,290.787,2023-03-01
Motores diésel,Islas Canarias,145155.126,2023-03-01
Turbina de gas,Islas Canarias,17061.151,2023-03-01
Turbina de vapor,Islas Canarias,106966.088,2023-03-01
Ciclo combinado,Islas Canarias,286168.707,2023-03-01
Hidroeólica,Islas Canarias,1590.417,2023-03-01
Hidráulica,Islas Canarias,276.108,2023-04-01
Motores diésel,Islas Canarias,153096.913,2023-04-01
Turbina de gas,Islas Canarias,21350.13,2023-04-01
Turbina de vapor,Islas Canarias,92299.324,2023-04-01
Ciclo combinado,Islas Canarias,280594.935,2023-04-01
Hidroeólica,Islas Canarias,1585.069,2023-04-01
Hidráulica,Islas Canarias,297.909,2023-05-01
Motores diésel,Islas Canarias,155917.606,2023-05-01
Turbina de gas,Islas Canarias,23724.239,2023-05-01
Turbina de vapor,Islas Canarias,88152.232,2023-05-01
Ciclo combinado,Islas Canarias,277197.687,2023-05-01
Hidroeólica,Islas Canarias,2097.691,2023-05-01
Hidráulica,Islas Canarias,283.837,2023-06-01
Motores diésel,Islas Canarias,162849.82,2023-06-01
Turbina de gas,Islas Canarias,21254.356,2023-06-01
Turbina de vapor,Islas Canarias,88475.84,2023-06-01
Ciclo combinado,Islas Canarias,352703.927,2023-06-01
Hidroeólica,Islas Canarias,871.282,2023-06-01
Hidráulica,Islas Canarias,301.99,2023-07-01
Motores diésel,Islas Canarias,150834.99,2023-07-01
Turbina de gas,Islas Canarias,15646.448,2023-07-01
Turbina de vapor,Islas Canarias,103897.174,2023-07-01
Ciclo combinado,Islas Canarias,252311.084,2023-07-01
Hidroeólica,Islas Canarias,2779.582,2023-07-01
Hidráulica,Islas Canarias,289.63,2023-08-01
Motores diésel,Islas Canarias,161500.244,2023-08-01
Turbina de gas,Islas Canarias,17071.484,2023-08-01
Turbina de vapor,Islas Canarias,108254.056,2023-08-01
Ciclo combinado,Islas Canarias,308619.384,2023-08-01
Hidroeólica,Islas Canarias,2712.111,2023-08-01
Hidráulica,Islas Canarias,289.277,2023-09-01
Motores diésel,Islas Canarias,157925.657,2023-09-01
Turbina de gas,Islas Canarias,18455.963,2023-09-01
Turbina de vapor,Islas Canarias,108323.154,2023-09-01
Ciclo combinado,Islas Canarias,330706.103,2023-09-01
Hidroeólica,Islas Canarias,1340.426,2023-09-01
Hidráulica,Islas Canarias,303.347,2023-10-01
Motores diésel,Islas Canarias,182940.095,2023-10-01
Turbina de gas,Islas Canarias,30969.666,2023-10-01
Turbina de vapor,Islas Canarias,122815.673,2023-10-01
Ciclo combinado,Islas Canarias,386364.482,2023-10-01
Hidroeólica,Islas Canarias,521.1,2023-10-01
Hidráulica,Islas Canarias,280.469,2023-11-01
Motores diésel,Islas Canarias,171845.176,2023-11-01
Turbina de gas,Islas Canarias,24588.663,2023-11-01
Turbina de vapor,Islas Canarias,94087.746,2023-11-01
Ciclo combinado,Islas Canarias,321554.937,2023-11-01
Hidroeólica,Islas Canarias,1136.906,2023-11-01
Hidráulica,Islas Canarias,305.611,2023-12-01
Motores diésel,Islas Canarias,174426.106,2023-12-01
Turbina de gas,Islas Canarias,26706.906,2023-12-01
Turbina de vapor,Islas Canarias,99542.538,2023-12-01
Ciclo combinado,Islas Canarias,344892.851,2023-12-01
Hidroeólica,Islas Canarias,717.105,2023-12-01
Hidráulica,Islas Canarias,296.242,2024-01-01
Motores diésel,Islas Canarias,169881.874,2024-01-01
Turbina de gas,Islas Canarias,28281.392,2024-01-01
Turbina de vapor,Islas Canarias,121758.736,2024-01-01
Ciclo combinado,Islas Canarias,349626.752,2024-01-01
Hidroeólica,Islas Canarias,739.288,2024-01-01
Hidráulica,Islas Canarias,285.083,2024-02-01
Motores diésel,Islas Canarias,150503.687,2024-02-01
Turbina de gas,Islas Canarias,23554.095,2024-02-01
Turbina de vapor,Islas Canarias,103045.916,2024-02-01
Ciclo combinado,Islas Canarias,283485.344,2024-02-01
Hidroeólica,Islas Canarias,1449.866,2024-02-01
Hidráulica,Islas Canarias,272.924,2024-03-01
Motores diésel,Islas Canarias,159117.802,2024-03-01
Turbina de gas,Islas Canarias,23025.227,2024-03-01
Turbina de vapor,Islas Canarias,118985.126,2024-03-01
Ciclo combinado,Islas Canarias,307378.343,2024-03-01
Hidroeólica,Islas Canarias,1626.099,2024-03-01
Hidráulica,Islas Canarias,258.407,2024-04-01
Motores diésel,Islas Canarias,147293.121,2024-04-01
Turbina de gas,Islas Canarias,15266.852,2024-04-01
Turbina de vapor,Islas Canarias,101478.588,2024-04-01
Ciclo combinado,Islas Canarias,316110.866,2024-04-01
Hidroeólica,Islas Canarias,1322.405,2024-04-01
Hidráulica,Islas Canarias,282.132,2024-05-01
Motores diésel,Islas Canarias,146281.92,2024-05-01
Turbina de gas,Islas Canarias,13422.698,2024-05-01
Turbina de vapor,Islas Canarias,109309.982,2024-05-01
Ciclo combinado,Islas Canarias,261328.8,2024-05-01
Hidroeólica,Islas Canarias,2256.65,2024-05-01
Hidráulica,Islas Canarias,275.415,2024-06-01
Motores diésel,Islas Canarias,150704.353,2024-06-01
Turbina de gas,Islas Canarias,26814.177,2024-06-01
Turbina de vapor,Islas Canarias,82237.212,2024-06-01
Ciclo combinado,Islas Canarias,271169.056,2024-06-01
Hidroeólica,Islas Canarias,2641.655,2024-06-01
Hidráulica,Islas Canarias,290.603,2024-07-01
Motores diésel,Islas Canarias,160623.885,2024-07-01
Turbina de gas,Islas Canarias,16554.684,2024-07-01
Turbina de vapor,Islas Canarias,108818.316,2024-07-01
Ciclo combinado,Islas Canarias,265515.2,2024-07-01
Hidroeólica,Islas Canarias,3511.31,2024-07-01
Hidráulica,Islas Canarias,281.817,2024-08-01
Motores diésel,Islas Canarias,152787.518,2024-08-01
Turbina de gas,Islas Canarias,15849.519,2024-08-01
Turbina de vapor,Islas Canarias,104478.976,2024-08-01
Ciclo combinado,Islas Canarias,260370.474,2024-08-01
Hidroeólica,Islas Canarias,3975.784,2024-08-01
Hidráulica,Islas Canarias,276.212,2024-09-01
Motores diésel,Islas Canarias,158023.614,2024-09-01
Turbina de gas,Islas Canarias,24502.909,2024-09-01
Turbina de vapor,Islas Canarias,76899.138,2024-09-01
Ciclo combinado,Islas Canarias,296235.932,2024-09-01
Hidroeólica,Islas Canarias,2271.474,2024-09-01
Hidráulica,Islas Canarias,298.453,2024-10-01
Motores diésel,Islas Canarias,161225.874,2024-10-01
Turbina de gas,Islas Canarias,16364.427,2024-10-01
Turbina de vapor,Islas Canarias,89300.012,2024-10-01
Ciclo combinado,Islas Canarias,354842.107,2024-10-01
Hidroeólica,Islas Canarias,1869.634,2024-10-01
Hidráulica,Islas Canarias,284.318,2024-11-01
Motores diésel,Islas Canarias,162623.898,2024-11-01
Turbina de gas,Islas Canarias,29713.279,2024-11-01
Turbina de vapor,Islas Canarias,91813.716,2024-11-01
Ciclo combinado,Islas Canarias,391606.554,2024-11-01
Hidroeólica,Islas Canarias,324.081,2024-11-01
Hidráulica,Islas Canarias,287.835,2024-12-01
Motores diésel,Islas Canarias,158879.446,2024-12-01
Turbina de gas,Islas Canarias,20429.556,2024-12-01
Turbina de vapor,Islas Canarias,71233.32,2024-12-01
Ciclo combinado,Islas Canarias,377873.214,2024-12-01
Hidroeólica,Islas Canarias,1363.745,2024-12-01
Hidráulica,Larioja,10348.112,2023-01-01
Ciclo combinado,Larioja,129423.222,2023-01-01
Eólica,Larioja,113471.213,2023-01-01
Solar fotovoltaica,Larioja,6603.638,2023-01-01
Otras renovables,Larioja,1022.258,2023-01-01
Cogeneración,Larioja,3436.236,2023-01-01
Generación total,Larioja,264304.679,2023-01-01
Hidráulica,Larioja,10930.303,2023-02-01
Ciclo combinado,Larioja,153565.285,2023-02-01
Eólica,Larioja,69298.662,2023-02-01
Solar fotovoltaica,Larioja,9503.685,2023-02-01
Otras renovables,Larioja,975.746,2023-02-01
Cogeneración,Larioja,5499.601,2023-02-01
Generación total,Larioja,249773.282,2023-02-01
Hidráulica,Larioja,8046.84,2023-03-01
Ciclo combinado,Larioja,82506.813,2023-03-01
Eólica,Larioja,67871.752,2023-03-01
Solar fotovoltaica,Larioja,12918.004,2023-03-01
Otras renovables,Larioja,1004.141,2023-03-01
Cogeneración,Larioja,6197.946,2023-03-01
Generación total,Larioja,178545.49599999998,2023-03-01
Hidráulica,Larioja,3776.175,2023-04-01
Ciclo combinado,Larioja,50677.231,2023-04-01
Eólica,Larioja,56468.288,2023-04-01
Solar fotovoltaica,Larioja,15163.499,2023-04-01
Otras renovables,Larioja,759.893,2023-04-01
Cogeneración,Larioja,5450.38,2023-04-01
Generación total,Larioja,132295.466,2023-04-01
Hidráulica,Larioja,2795.107,2023-05-01
Ciclo combinado,Larioja,74413.962,2023-05-01
Eólica,Larioja,94741.075,2023-05-01
Solar fotovoltaica,Larioja,16283.119,2023-05-01
Otras renovables,Larioja,886.078,2023-05-01
Cogeneración,Larioja,5665.022,2023-05-01
Generación total,Larioja,194784.363,2023-05-01
Hidráulica,Larioja,4674.532,2023-06-01
Ciclo combinado,Larioja,30616.129,2023-06-01
Eólica,Larioja,43278.811,2023-06-01
Solar fotovoltaica,Larioja,14828.617,2023-06-01
Otras renovables,Larioja,806.882,2023-06-01
Cogeneración,Larioja,6037.029,2023-06-01
Generación total,Larioja,100242,2023-06-01
Hidráulica,Larioja,6051.658,2023-07-01
Ciclo combinado,Larioja,74794.982,2023-07-01
Eólica,Larioja,35654.218,2023-07-01
Solar fotovoltaica,Larioja,17549.283,2023-07-01
Otras renovables,Larioja,691.081,2023-07-01
Cogeneración,Larioja,5596.026,2023-07-01
Generación total,Larioja,140337.24800000002,2023-07-01
Hidráulica,Larioja,9158.142,2023-08-01
Ciclo combinado,Larioja,66558.359,2023-08-01
Eólica,Larioja,50436.117,2023-08-01
Solar fotovoltaica,Larioja,16149.81,2023-08-01
Otras renovables,Larioja,895.759,2023-08-01
Cogeneración,Larioja,5946.763,2023-08-01
Generación total,Larioja,149144.94999999998,2023-08-01
Hidráulica,Larioja,3490.05,2023-09-01
Ciclo combinado,Larioja,132703.776,2023-09-01
Eólica,Larioja,36080.93,2023-09-01
Solar fotovoltaica,Larioja,12909.701,2023-09-01
Otras renovables,Larioja,837.198,2023-09-01
Cogeneración,Larioja,5626.699,2023-09-01
Generación total,Larioja,191648.354,2023-09-01
Hidráulica,Larioja,2463.806,2023-10-01
Ciclo combinado,Larioja,125584.364,2023-10-01
Eólica,Larioja,47156.728,2023-10-01
Solar fotovoltaica,Larioja,10146.547,2023-10-01
Otras renovables,Larioja,960.276,2023-10-01
Cogeneración,Larioja,4259.197,2023-10-01
Generación total,Larioja,190570.918,2023-10-01
Hidráulica,Larioja,11731.939,2023-11-01
Ciclo combinado,Larioja,95316.941,2023-11-01
Eólica,Larioja,68358.506,2023-11-01
Solar fotovoltaica,Larioja,7886.687,2023-11-01
Otras renovables,Larioja,943.705,2023-11-01
Cogeneración,Larioja,2790.326,2023-11-01
Generación total,Larioja,187028.104,2023-11-01
Hidráulica,Larioja,15441.482,2023-12-01
Ciclo combinado,Larioja,123162.162,2023-12-01
Eólica,Larioja,78491.202,2023-12-01
Solar fotovoltaica,Larioja,6625.639,2023-12-01
Otras renovables,Larioja,755.51,2023-12-01
Cogeneración,Larioja,4166.634,2023-12-01
Generación total,Larioja,228642.629,2023-12-01
Hidráulica,Larioja,15094.255,2024-01-01
Ciclo combinado,Larioja,131709.998,2024-01-01
Eólica,Larioja,57618.339,2024-01-01
Solar fotovoltaica,Larioja,6441.385,2024-01-01
Otras renovables,Larioja,844.946,2024-01-01
Cogeneración,Larioja,5915.023,2024-01-01
Generación total,Larioja,217623.946,2024-01-01
Hidráulica,Larioja,11745.426,2024-02-01
Ciclo combinado,Larioja,68013.791,2024-02-01
Eólica,Larioja,75115.275,2024-02-01
Solar fotovoltaica,Larioja,9007.238,2024-02-01
Otras renovables,Larioja,793.153,2024-02-01
Cogeneración,Larioja,5612.625,2024-02-01
Generación total,Larioja,170287.508,2024-02-01
Hidráulica,Larioja,16452.886,2024-03-01
