variable,comunidad,valor,fecha
Otras renovables,Castillayleon,55613.053,2023-07-01
Cogeneración,Castillayleon,174254.527,2023-07-01
Generación total,Castillayleon,1701582.851,2023-07-01
Hidráulica,Castillayleon,298669.584,2023-08-01
Eólica,Castillayleon,787869.047,2023-08-01
Solar fotovoltaica,Castillayleon,319043.036,2023-08-01
Otras renovables,Castillayleon,53631.275,2023-08-01
Cogeneración,Castillayleon,153720.785,2023-08-01
Generación total,Castillayleon,1612933.727,2023-08-01
Hidráulica,Castillayleon,292581.656,2023-09-01
Eólica,Castillayleon,745309.506,2023-09-01
Solar fotovoltaica,Castillayleon,224824.924,2023-09-01
Otras renovables,Castillayleon,48262.525,2023-09-01
Cogeneración,Castillayleon,161846.695,2023-09-01
Generación total,Castillayleon,1472825.306,2023-09-01
Hidráulica,Castillayleon,349924.282,2023-10-01
Eólica,Castillayleon,1490460.656,2023-10-01
Solar fotovoltaica,Castillayleon,170980.176,2023-10-01
Otras renovables,Castillayleon,50829.943,2023-10-01
Cogeneración,Castillayleon,155069.568,2023-10-01
Generación total,Castillayleon,2217264.625,2023-10-01
Hidráulica,Castillayleon,916890.671,2023-11-01
Eólica,Castillayleon,1705415.564,2023-11-01
Solar fotovoltaica,Castillayleon,115920.811,2023-11-01
Otras renovables,Castillayleon,43134.423,2023-11-01
Cogeneración,Castillayleon,106524.81,2023-11-01
Generación total,Castillayleon,2887886.279,2023-11-01
Hidráulica,Castillayleon,1007656.538,2023-12-01
Eólica,Castillayleon,1221768.658,2023-12-01
Solar fotovoltaica,Castillayleon,97910.316,2023-12-01
Otras renovables,Castillayleon,51871.271,2023-12-01
Cogeneración,Castillayleon,104973.636,2023-12-01
Generación total,Castillayleon,2484180.419,2023-12-01
Hidráulica,Castillayleon,1101255.784,2024-01-01
Eólica,Castillayleon,1107737.473,2024-01-01
Solar fotovoltaica,Castillayleon,112346.49,2024-01-01
Otras renovables,Castillayleon,47880.282,2024-01-01
Cogeneración,Castillayleon,189135.604,2024-01-01
Generación total,Castillayleon,2558355.6330000004,2024-01-01
Hidráulica,Castillayleon,690754.356,2024-02-01
Eólica,Castillayleon,1470112.983,2024-02-01
Solar fotovoltaica,Castillayleon,173091.124,2024-02-01
Otras renovables,Castillayleon,36571.537,2024-02-01
Cogeneración,Castillayleon,172735.672,2024-02-01
Generación total,Castillayleon,2543265.672,2024-02-01
Hidráulica,Castillayleon,1054222.399,2024-03-01
Eólica,Castillayleon,1382567.158,2024-03-01
Solar fotovoltaica,Castillayleon,254860.632,2024-03-01
Otras renovables,Castillayleon,45604.072,2024-03-01
Cogeneración,Castillayleon,136310.099,2024-03-01
Generación total,Castillayleon,2873564.3600000003,2024-03-01
Hidráulica,Castillayleon,1182459.509,2024-04-01
Eólica,Castillayleon,1038574.309,2024-04-01
Solar fotovoltaica,Castillayleon,338375.608,2024-04-01
Otras renovables,Castillayleon,49526.59,2024-04-01
Cogeneración,Castillayleon,104218.903,2024-04-01
Generación total,Castillayleon,2713154.919,2024-04-01
Hidráulica,Castillayleon,521508.826,2024-05-01
Eólica,Castillayleon,830909.835,2024-05-01
Solar fotovoltaica,Castillayleon,381479.157,2024-05-01
Otras renovables,Castillayleon,23306.324,2024-05-01
Cogeneración,Castillayleon,183280.617,2024-05-01
Generación total,Castillayleon,1940484.759,2024-05-01
Hidráulica,Castillayleon,510571.741,2024-06-01
Eólica,Castillayleon,785535.287,2024-06-01
Solar fotovoltaica,Castillayleon,400094.521,2024-06-01
Otras renovables,Castillayleon,43604.99,2024-06-01
Cogeneración,Castillayleon,177102.406,2024-06-01
Generación total,Castillayleon,1916908.945,2024-06-01
Hidráulica,Castillayleon,680071.785,2024-07-01
Eólica,Castillayleon,819093.395,2024-07-01
Solar fotovoltaica,Castillayleon,490592.214,2024-07-01
Otras renovables,Castillayleon,41730.882,2024-07-01
Cogeneración,Castillayleon,170088.294,2024-07-01
Generación total,Castillayleon,2201576.5700000003,2024-07-01
Hidráulica,Castillayleon,601648.661,2024-08-01
Eólica,Castillayleon,783598.51,2024-08-01
Solar fotovoltaica,Castillayleon,450052.598,2024-08-01
Otras renovables,Castillayleon,20247.831,2024-08-01
Cogeneración,Castillayleon,161956.962,2024-08-01
Generación total,Castillayleon,2017504.562,2024-08-01
Hidráulica,Castillayleon,446649.483,2024-09-01
Eólica,Castillayleon,1012184.463,2024-09-01
Solar fotovoltaica,Castillayleon,337858.487,2024-09-01
Otras renovables,Castillayleon,21513.935,2024-09-01
Cogeneración,Castillayleon,150543.882,2024-09-01
Generación total,Castillayleon,1968750.25,2024-09-01
Hidráulica,Castillayleon,740157.032,2024-10-01
Eólica,Castillayleon,1357365.366,2024-10-01
Solar fotovoltaica,Castillayleon,190541.713,2024-10-01
Otras renovables,Castillayleon,21803.64,2024-10-01
Cogeneración,Castillayleon,141964.895,2024-10-01
Generación total,Castillayleon,2451832.646,2024-10-01
Hidráulica,Castillayleon,750081.743,2024-11-01
Eólica,Castillayleon,1085839.874,2024-11-01
Solar fotovoltaica,Castillayleon,173368.105,2024-11-01
Otras renovables,Castillayleon,21664.871,2024-11-01
Cogeneración,Castillayleon,175101.883,2024-11-01
Generación total,Castillayleon,2206056.4760000003,2024-11-01
Hidráulica,Castillayleon,513586.789,2024-12-01
Eólica,Castillayleon,841606.184,2024-12-01
Solar fotovoltaica,Castillayleon,135032.864,2024-12-01
Otras renovables,Castillayleon,22606.417,2024-12-01
Cogeneración,Castillayleon,176197.936,2024-12-01
Generación total,Castillayleon,1689030.19,2024-12-01
Hidráulica,Cataluna,134342.613,2023-01-01
Nuclear,Cataluna,2220926.972,2023-01-01
Ciclo combinado,Cataluna,328802.784,2023-01-01
Eólica,Cataluna,360027.809,2023-01-01
Solar fotovoltaica,Cataluna,21923.654,2023-01-01
Solar térmica,Cataluna,1865.51,2023-01-01
Otras renovables,Cataluna,13042.257,2023-01-01
Cogeneración,Cataluna,230433.974,2023-01-01
Residuos no renovables,Cataluna,12362.842,2023-01-01
Residuos renovables,Cataluna,11749.521,2023-01-01
Generación total,Cataluna,3335477.936,2023-01-01
Hidráulica,Cataluna,130805.384,2023-02-01
Nuclear,Cataluna,1889925.424,2023-02-01
Ciclo combinado,Cataluna,488723.009,2023-02-01
Eólica,Cataluna,176327.003,2023-02-01
Solar fotovoltaica,Cataluna,26358.771,2023-02-01
Solar térmica,Cataluna,2539.488,2023-02-01
Otras renovables,Cataluna,13596.676,2023-02-01
Cogeneración,Cataluna,355615.644,2023-02-01
Residuos no renovables,Cataluna,10629.292,2023-02-01
Residuos renovables,Cataluna,9930.915,2023-02-01
Generación total,Cataluna,3104451.606,2023-02-01
Hidráulica,Cataluna,213716.326,2023-03-01
Nuclear,Cataluna,2143620.256,2023-03-01
Ciclo combinado,Cataluna,379613.912,2023-03-01
Eólica,Cataluna,319591.217,2023-03-01
Solar fotovoltaica,Cataluna,38270.675,2023-03-01
Solar térmica,Cataluna,4269.642,2023-03-01
Otras renovables,Cataluna,14146.705,2023-03-01
Cogeneración,Cataluna,349213.435,2023-03-01
Residuos no renovables,Cataluna,10853.544,2023-03-01
Residuos renovables,Cataluna,10273.25,2023-03-01
Generación total,Cataluna,3483568.9620000003,2023-03-01
Hidráulica,Cataluna,196542.426,2023-04-01
Nuclear,Cataluna,2074641.159,2023-04-01
Ciclo combinado,Cataluna,300387.056,2023-04-01
Eólica,Cataluna,285965.507,2023-04-01
Solar fotovoltaica,Cataluna,42918.116,2023-04-01
Solar térmica,Cataluna,6822.768,2023-04-01
Otras renovables,Cataluna,12509.066,2023-04-01
Cogeneración,Cataluna,315420.722,2023-04-01
Residuos no renovables,Cataluna,11898.6795,2023-04-01
Residuos renovables,Cataluna,11279.4435,2023-04-01
Generación total,Cataluna,3258384.9430000004,2023-04-01
Hidráulica,Cataluna,226614.313,2023-05-01
Nuclear,Cataluna,1517634.687,2023-05-01
Ciclo combinado,Cataluna,537085.275,2023-05-01
Eólica,Cataluna,227843.445,2023-05-01
Solar fotovoltaica,Cataluna,41671.784,2023-05-01
Solar térmica,Cataluna,7760.805,2023-05-01
Otras renovables,Cataluna,11226.871,2023-05-01
Cogeneración,Cataluna,357994.169,2023-05-01
Residuos no renovables,Cataluna,12383.0225,2023-05-01
Residuos renovables,Cataluna,11885.6765,2023-05-01
Generación total,Cataluna,2952100.0479999995,2023-05-01
Hidráulica,Cataluna,291235.858,2023-06-01
Nuclear,Cataluna,1705359.232,2023-06-01
Ciclo combinado,Cataluna,622709.113,2023-06-01
Eólica,Cataluna,134959.162,2023-06-01
Solar fotovoltaica,Cataluna,38148.735,2023-06-01
Solar térmica,Cataluna,8269.108,2023-06-01
Otras renovables,Cataluna,10760.459,2023-06-01
Cogeneración,Cataluna,368444.902,2023-06-01
Residuos no renovables,Cataluna,13209.303,2023-06-01
Residuos renovables,Cataluna,12548.693,2023-06-01
Generación total,Cataluna,3205644.565,2023-06-01
Hidráulica,Cataluna,208701.583,2023-07-01
Nuclear,Cataluna,2189517.272,2023-07-01
Ciclo combinado,Cataluna,546881.33,2023-07-01
Eólica,Cataluna,222165.521,2023-07-01
Solar fotovoltaica,Cataluna,43160.326,2023-07-01
Solar térmica,Cataluna,9473.672,2023-07-01
Otras renovables,Cataluna,10674.998,2023-07-01
Cogeneración,Cataluna,301769.107,2023-07-01
Residuos no renovables,Cataluna,12844.643,2023-07-01
Residuos renovables,Cataluna,12419.584,2023-07-01
Generación total,Cataluna,3557608.036,2023-07-01
Hidráulica,Cataluna,168259.606,2023-08-01
Nuclear,Cataluna,2118254.137,2023-08-01
Ciclo combinado,Cataluna,632075.856,2023-08-01
Eólica,Cataluna,297116.369,2023-08-01
Solar fotovoltaica,Cataluna,43280.848,2023-08-01
Solar térmica,Cataluna,8475.34,2023-08-01
Otras renovables,Cataluna,9053.241,2023-08-01
Cogeneración,Cataluna,291194.522,2023-08-01
Residuos no renovables,Cataluna,12193.0575,2023-08-01
Residuos renovables,Cataluna,11885.8405,2023-08-01
Generación total,Cataluna,3591788.8170000003,2023-08-01
Hidráulica,Cataluna,125190.09,2023-09-01
Nuclear,Cataluna,1810409.111,2023-09-01
Ciclo combinado,Cataluna,493990.126,2023-09-01
Eólica,Cataluna,195907.177,2023-09-01
Solar fotovoltaica,Cataluna,34655.077,2023-09-01
Solar térmica,Cataluna,1236.758,2023-09-01
Otras renovables,Cataluna,9020.382,2023-09-01
Cogeneración,Cataluna,323972.609,2023-09-01
Residuos no renovables,Cataluna,13038.3355,2023-09-01
Residuos renovables,Cataluna,12344.8345,2023-09-01
Generación total,Cataluna,3019764.5000000005,2023-09-01
Hidráulica,Cataluna,118436.778,2023-10-01
Nuclear,Cataluna,1500928.768,2023-10-01
Ciclo combinado,Cataluna,600168.795,2023-10-01
Eólica,Cataluna,190420.067,2023-10-01
Solar fotovoltaica,Cataluna,28460.144,2023-10-01
Solar térmica,Cataluna,4969.778,2023-10-01
Otras renovables,Cataluna,9715.455,2023-10-01
Cogeneración,Cataluna,273391.964,2023-10-01
Residuos no renovables,Cataluna,12713.8975,2023-10-01
Residuos renovables,Cataluna,11792.7355,2023-10-01
Generación total,Cataluna,2750998.382,2023-10-01
Hidráulica,Cataluna,154224.369,2023-11-01
Nuclear,Cataluna,1389852.924,2023-11-01
Ciclo combinado,Cataluna,566642.464,2023-11-01
Eólica,Cataluna,337405.672,2023-11-01
Solar fotovoltaica,Cataluna,22511.703,2023-11-01
Solar térmica,Cataluna,5306.025,2023-11-01
Otras renovables,Cataluna,9281.917,2023-11-01
Cogeneración,Cataluna,202764.989,2023-11-01
Residuos no renovables,Cataluna,12552.0475,2023-11-01
Residuos renovables,Cataluna,11949.3925,2023-11-01
Generación total,Cataluna,2712491.5030000005,2023-11-01
Hidráulica,Cataluna,251752.639,2023-12-01
Nuclear,Cataluna,1986959.116,2023-12-01
Ciclo combinado,Cataluna,418587.859,2023-12-01
Eólica,Cataluna,329660.784,2023-12-01
Solar fotovoltaica,Cataluna,18814.608,2023-12-01
Solar térmica,Cataluna,4959.8,2023-12-01
Otras renovables,Cataluna,9863.737,2023-12-01
Cogeneración,Cataluna,236589.852,2023-12-01
Residuos no renovables,Cataluna,12900.6955,2023-12-01
Residuos renovables,Cataluna,12398.1835,2023-12-01
Generación total,Cataluna,3282487.274,2023-12-01
Hidráulica,Cataluna,215388.01,2024-01-01
Nuclear,Cataluna,2236293.084,2024-01-01
Ciclo combinado,Cataluna,352705.069,2024-01-01
Eólica,Cataluna,275809.339,2024-01-01
Solar fotovoltaica,Cataluna,18310.549,2024-01-01
Solar térmica,Cataluna,3752.835,2024-01-01
Otras renovables,Cataluna,10261.109,2024-01-01
Cogeneración,Cataluna,323791.114,2024-01-01
Residuos no renovables,Cataluna,11463.626,2024-01-01
Residuos renovables,Cataluna,11362.306,2024-01-01
Generación total,Cataluna,3459137.041,2024-01-01
Hidráulica,Cataluna,163076.004,2024-02-01
Nuclear,Cataluna,1908277.249,2024-02-01
Ciclo combinado,Cataluna,341803.777,2024-02-01
Eólica,Cataluna,277510.794,2024-02-01
Solar fotovoltaica,Cataluna,24597.107,2024-02-01
Solar térmica,Cataluna,4603.015,2024-02-01
Otras renovables,Cataluna,10049.272,2024-02-01
Cogeneración,Cataluna,225007.444,2024-02-01
Residuos no renovables,Cataluna,9498.114,2024-02-01
Residuos renovables,Cataluna,8853.902,2024-02-01
Generación total,Cataluna,2973276.678,2024-02-01
Hidráulica,Cataluna,301623.833,2024-03-01
Nuclear,Cataluna,2003141.787,2024-03-01
Ciclo combinado,Cataluna,356957.872,2024-03-01
Eólica,Cataluna,229195.631,2024-03-01
Solar fotovoltaica,Cataluna,33501.485,2024-03-01
Solar térmica,Cataluna,4829.687,2024-03-01
Otras renovables,Cataluna,10148.63,2024-03-01
Cogeneración,Cataluna,214279.83,2024-03-01
Residuos no renovables,Cataluna,10164.245,2024-03-01
Residuos renovables,Cataluna,9448.133,2024-03-01
Generación total,Cataluna,3173291.133,2024-03-01
Hidráulica,Cataluna,371936.051,2024-04-01
Nuclear,Cataluna,1900456.794,2024-04-01
Ciclo combinado,Cataluna,360633.673,2024-04-01
Eólica,Cataluna,211984.794,2024-04-01
Solar fotovoltaica,Cataluna,39877.978,2024-04-01
Solar térmica,Cataluna,6917.192,2024-04-01
Otras renovables,Cataluna,8703.673,2024-04-01
Cogeneración,Cataluna,183029.527,2024-04-01
Residuos no renovables,Cataluna,11154.4165,2024-04-01
Residuos renovables,Cataluna,10383.7065,2024-04-01
Generación total,Cataluna,3105077.805,2024-04-01
Hidráulica,Cataluna,493053.229,2024-05-01
Nuclear,Cataluna,1356699.046,2024-05-01
Ciclo combinado,Cataluna,368466.364,2024-05-01
Eólica,Cataluna,215542.025,2024-05-01
Solar fotovoltaica,Cataluna,48835.971,2024-05-01
Solar térmica,Cataluna,7497.448,2024-05-01
Otras renovables,Cataluna,9070.843,2024-05-01
Cogeneración,Cataluna,263156.815,2024-05-01
Residuos no renovables,Cataluna,10403.242,2024-05-01
Residuos renovables,Cataluna,9655.581,2024-05-01
Generación total,Cataluna,2782380.564,2024-05-01
Hidráulica,Cataluna,399744.873,2024-06-01
Nuclear,Cataluna,1785310.021,2024-06-01
Ciclo combinado,Cataluna,274040.206,2024-06-01
Eólica,Cataluna,242615.772,2024-06-01
Solar fotovoltaica,Cataluna,44710.818,2024-06-01
Solar térmica,Cataluna,6666.412,2024-06-01
Otras renovables,Cataluna,9457.005,2024-06-01
Cogeneración,Cataluna,292816.301,2024-06-01
Residuos no renovables,Cataluna,10792.985,2024-06-01
Residuos renovables,Cataluna,10151.594,2024-06-01
Generación total,Cataluna,3076305.9869999997,2024-06-01
Hidráulica,Cataluna,263754.512,2024-07-01
Nuclear,Cataluna,2197597.591,2024-07-01
Ciclo combinado,Cataluna,421374.986,2024-07-01
Eólica,Cataluna,247681.283,2024-07-01
Solar fotovoltaica,Cataluna,51418.865,2024-07-01
Solar térmica,Cataluna,7194.388,2024-07-01
Otras renovables,Cataluna,9292.01,2024-07-01
Cogeneración,Cataluna,289088.149,2024-07-01
Residuos no renovables,Cataluna,12463.869,2024-07-01
Residuos renovables,Cataluna,11886.1,2024-07-01
Generación total,Cataluna,3511751.753,2024-07-01
Hidráulica,Cataluna,198384.613,2024-08-01
Nuclear,Cataluna,2178297.752,2024-08-01
Ciclo combinado,Cataluna,388764.323,2024-08-01
Eólica,Cataluna,191498.518,2024-08-01
Solar fotovoltaica,Cataluna,48202.777,2024-08-01
Solar térmica,Cataluna,7200.5,2024-08-01
Otras renovables,Cataluna,8524.66,2024-08-01
Cogeneración,Cataluna,269997.029,2024-08-01
Residuos no renovables,Cataluna,12645.499,2024-08-01
Residuos renovables,Cataluna,12297.299,2024-08-01
Generación total,Cataluna,3315812.97,2024-08-01
Hidráulica,Cataluna,207996.413,2024-09-01
Nuclear,Cataluna,2129766.134,2024-09-01
Ciclo combinado,Cataluna,397812.518,2024-09-01
Eólica,Cataluna,239509.569,2024-09-01
Solar fotovoltaica,Cataluna,39409.729,2024-09-01
Solar térmica,Cataluna,3759.232,2024-09-01
Otras renovables,Cataluna,8491.108,2024-09-01
Cogeneración,Cataluna,264094.089,2024-09-01
Residuos no renovables,Cataluna,11778.7115,2024-09-01
Residuos renovables,Cataluna,11178.8655,2024-09-01
Generación total,Cataluna,3313796.3690000004,2024-09-01
Hidráulica,Cataluna,311385.827,2024-10-01
Nuclear,Cataluna,2243346.231,2024-10-01
Ciclo combinado,Cataluna,382660.374,2024-10-01
Eólica,Cataluna,217813.075,2024-10-01
Solar fotovoltaica,Cataluna,28062.022,2024-10-01
Solar térmica,Cataluna,5373.87,2024-10-01
Otras renovables,Cataluna,9435.448,2024-10-01
Cogeneración,Cataluna,253957.803,2024-10-01
Residuos no renovables,Cataluna,9280.523,2024-10-01
Residuos renovables,Cataluna,8574.004,2024-10-01
Generación total,Cataluna,3469889.177,2024-10-01
Hidráulica,Cataluna,340186.842,2024-11-01
Nuclear,Cataluna,1012151.667,2024-11-01
Ciclo combinado,Cataluna,558610.622,2024-11-01
Eólica,Cataluna,185394.379,2024-11-01
Solar fotovoltaica,Cataluna,19363.157,2024-11-01
Solar térmica,Cataluna,4605.765,2024-11-01
Otras renovables,Cataluna,9384.327,2024-11-01
Cogeneración,Cataluna,293523.233,2024-11-01
Residuos no renovables,Cataluna,12748.0545,2024-11-01
Residuos renovables,Cataluna,11345.3345,2024-11-01
Generación total,Cataluna,2447313.381,2024-11-01
Hidráulica,Cataluna,333365.067,2024-12-01
Nuclear,Cataluna,1226849.166,2024-12-01
Ciclo combinado,Cataluna,669553.046,2024-12-01
Eólica,Cataluna,301991.723,2024-12-01
Solar fotovoltaica,Cataluna,21120.749,2024-12-01
Solar térmica,Cataluna,4514.112,2024-12-01
Otras renovables,Cataluna,9748.905,2024-12-01
Cogeneración,Cataluna,289710.927,2024-12-01
Residuos no renovables,Cataluna,13196.5385,2024-12-01
Residuos renovables,Cataluna,12000.1585,2024-12-01
Generación total,Cataluna,2882050.392,2024-12-01
Hidráulica,Comunidadvalenciana,26944.908,2023-01-01
Nuclear,Comunidadvalenciana,770792.37,2023-01-01
Fuel + Gas,Comunidadvalenciana,NA,2023-01-01
Ciclo combinado,Comunidadvalenciana,129949.982,2023-01-01
Eólica,Comunidadvalenciana,312480.34,2023-01-01
Solar fotovoltaica,Comunidadvalenciana,39923.963,2023-01-01
Solar térmica,Comunidadvalenciana,3880.12,2023-01-01
Otras renovables,Comunidadvalenciana,2499.887,2023-01-01
Cogeneración,Comunidadvalenciana,54826.25,2023-01-01
Residuos no renovables,Comunidadvalenciana,1457.923,2023-01-01
Generación total,Comunidadvalenciana,1342755.7430000002,2023-01-01
Hidráulica,Comunidadvalenciana,22580.083,2023-02-01
Nuclear,Comunidadvalenciana,709043.664,2023-02-01
Fuel + Gas,Comunidadvalenciana,NA,2023-02-01
Ciclo combinado,Comunidadvalenciana,244145.088,2023-02-01
Eólica,Comunidadvalenciana,133859.902,2023-02-01
Solar fotovoltaica,Comunidadvalenciana,36711.514,2023-02-01
Solar térmica,Comunidadvalenciana,3294.565,2023-02-01
Otras renovables,Comunidadvalenciana,2364.283,2023-02-01
Cogeneración,Comunidadvalenciana,112083.345,2023-02-01
Residuos no renovables,Comunidadvalenciana,3714.953,2023-02-01
Generación total,Comunidadvalenciana,1267797.397,2023-02-01
Hidráulica,Comunidadvalenciana,25237.933,2023-03-01
Nuclear,Comunidadvalenciana,773055.898,2023-03-01
Fuel + Gas,Comunidadvalenciana,NA,2023-03-01
Ciclo combinado,Comunidadvalenciana,150250.775,2023-03-01
Eólica,Comunidadvalenciana,273937.368,2023-03-01
Solar fotovoltaica,Comunidadvalenciana,61104.902,2023-03-01
Solar térmica,Comunidadvalenciana,10046.092,2023-03-01
Otras renovables,Comunidadvalenciana,2898.791,2023-03-01
Cogeneración,Comunidadvalenciana,104889.854,2023-03-01
Residuos no renovables,Comunidadvalenciana,4549.003,2023-03-01
Generación total,Comunidadvalenciana,1405970.616,2023-03-01
Hidráulica,Comunidadvalenciana,28300.408,2023-04-01
Nuclear,Comunidadvalenciana,746548.789,2023-04-01
Fuel + Gas,Comunidadvalenciana,NA,2023-04-01
Ciclo combinado,Comunidadvalenciana,303977.361,2023-04-01
Eólica,Comunidadvalenciana,181151.133,2023-04-01
Solar fotovoltaica,Comunidadvalenciana,68680.901,2023-04-01
Solar térmica,Comunidadvalenciana,12344.321,2023-04-01
Otras renovables,Comunidadvalenciana,2684.535,2023-04-01
Cogeneración,Comunidadvalenciana,100195.463,2023-04-01
Residuos no renovables,Comunidadvalenciana,3930.995,2023-04-01
Generación total,Comunidadvalenciana,1447813.906,2023-04-01
Hidráulica,Comunidadvalenciana,44333.662,2023-05-01
Nuclear,Comunidadvalenciana,781588.887,2023-05-01
Fuel + Gas,Comunidadvalenciana,NA,2023-05-01
Ciclo combinado,Comunidadvalenciana,205494.538,2023-05-01
Eólica,Comunidadvalenciana,150520.558,2023-05-01
Solar fotovoltaica,Comunidadvalenciana,60020.363,2023-05-01
Solar térmica,Comunidadvalenciana,7466.141,2023-05-01
Otras renovables,Comunidadvalenciana,2554.821,2023-05-01
Cogeneración,Comunidadvalenciana,102709.622,2023-05-01
Residuos no renovables,Comunidadvalenciana,2117.778,2023-05-01
Generación total,Comunidadvalenciana,1356806.37,2023-05-01
Hidráulica,Comunidadvalenciana,57468.275,2023-06-01
Nuclear,Comunidadvalenciana,756100.311,2023-06-01
Fuel + Gas,Comunidadvalenciana,NA,2023-06-01
Ciclo combinado,Comunidadvalenciana,310166.221,2023-06-01
Eólica,Comunidadvalenciana,82371.409,2023-06-01
Solar fotovoltaica,Comunidadvalenciana,63347.718,2023-06-01
Solar térmica,Comunidadvalenciana,10891.102,2023-06-01
Otras renovables,Comunidadvalenciana,2361.82,2023-06-01
Cogeneración,Comunidadvalenciana,104093.931,2023-06-01
Residuos no renovables,Comunidadvalenciana,555.213,2023-06-01
Generación total,Comunidadvalenciana,1387356.0000000002,2023-06-01
Hidráulica,Comunidadvalenciana,50224.221,2023-07-01
Nuclear,Comunidadvalenciana,772253.962,2023-07-01
Fuel + Gas,Comunidadvalenciana,0.001,2023-07-01
Ciclo combinado,Comunidadvalenciana,383056.164,2023-07-01
Eólica,Comunidadvalenciana,93613.751,2023-07-01
Solar fotovoltaica,Comunidadvalenciana,66724.834,2023-07-01
Solar térmica,Comunidadvalenciana,13029.703,2023-07-01
Otras renovables,Comunidadvalenciana,2736.582,2023-07-01
Cogeneración,Comunidadvalenciana,91931.296,2023-07-01
Residuos no renovables,Comunidadvalenciana,278.229,2023-07-01
Generación total,Comunidadvalenciana,1473848.7430000002,2023-07-01
Hidráulica,Comunidadvalenciana,53460.604,2023-08-01
Nuclear,Comunidadvalenciana,740651.128,2023-08-01
Fuel + Gas,Comunidadvalenciana,NA,2023-08-01
Ciclo combinado,Comunidadvalenciana,387960.687,2023-08-01
Eólica,Comunidadvalenciana,163832.736,2023-08-01
Solar fotovoltaica,Comunidadvalenciana,68185.352,2023-08-01
Solar térmica,Comunidadvalenciana,14189.143,2023-08-01
Otras renovables,Comunidadvalenciana,2748.5,2023-08-01
Cogeneración,Comunidadvalenciana,50567.777,2023-08-01
Residuos no renovables,Comunidadvalenciana,758.436,2023-08-01
Generación total,Comunidadvalenciana,1482354.363,2023-08-01
Hidráulica,Comunidadvalenciana,35327.118,2023-09-01
Nuclear,Comunidadvalenciana,648730.062,2023-09-01
Fuel + Gas,Comunidadvalenciana,NA,2023-09-01
Ciclo combinado,Comunidadvalenciana,299781.712,2023-09-01
Eólica,Comunidadvalenciana,111587.419,2023-09-01
Solar fotovoltaica,Comunidadvalenciana,53056.324,2023-09-01
Solar térmica,Comunidadvalenciana,7968.576,2023-09-01
Otras renovables,Comunidadvalenciana,2585.337,2023-09-01
Cogeneración,Comunidadvalenciana,84472.938,2023-09-01
Residuos no renovables,Comunidadvalenciana,1711.482,2023-09-01
Generación total,Comunidadvalenciana,1245220.968,2023-09-01
Hidráulica,Comunidadvalenciana,28436.4,2023-10-01
Nuclear,Comunidadvalenciana,107857.403,2023-10-01
Fuel + Gas,Comunidadvalenciana,NA,2023-10-01
Ciclo combinado,Comunidadvalenciana,319756.184,2023-10-01
Eólica,Comunidadvalenciana,187068.683,2023-10-01
Solar fotovoltaica,Comunidadvalenciana,50650.611,2023-10-01
Solar térmica,Comunidadvalenciana,6665.076,2023-10-01
Otras renovables,Comunidadvalenciana,2509.262,2023-10-01
Cogeneración,Comunidadvalenciana,72064.933,2023-10-01
Residuos no renovables,Comunidadvalenciana,2730.831,2023-10-01
Generación total,Comunidadvalenciana,777739.383,2023-10-01
Hidráulica,Comunidadvalenciana,22978.517,2023-11-01
Nuclear,Comunidadvalenciana,372765.859,2023-11-01
Fuel + Gas,Comunidadvalenciana,NA,2023-11-01
Ciclo combinado,Comunidadvalenciana,205223.389,2023-11-01
Eólica,Comunidadvalenciana,292901.207,2023-11-01
Solar fotovoltaica,Comunidadvalenciana,42652.537,2023-11-01
Solar térmica,Comunidadvalenciana,2412.781,2023-11-01
Otras renovables,Comunidadvalenciana,2273.21,2023-11-01
Cogeneración,Comunidadvalenciana,56579.832,2023-11-01
Residuos no renovables,Comunidadvalenciana,NA,2023-11-01
Generación total,Comunidadvalenciana,997787.332,2023-11-01
Hidráulica,Comunidadvalenciana,27320.403,2023-12-01
Nuclear,Comunidadvalenciana,787023.419,2023-12-01
Fuel + Gas,Comunidadvalenciana,NA,2023-12-01
Ciclo combinado,Comunidadvalenciana,299166.725,2023-12-01
Eólica,Comunidadvalenciana,291961.582,2023-12-01
Solar fotovoltaica,Comunidadvalenciana,36233.699,2023-12-01
Solar térmica,Comunidadvalenciana,2834.06,2023-12-01
Otras renovables,Comunidadvalenciana,2314.564,2023-12-01
Cogeneración,Comunidadvalenciana,35953.269,2023-12-01
Residuos no renovables,Comunidadvalenciana,4629.735,2023-12-01
Generación total,Comunidadvalenciana,1487437.4560000002,2023-12-01
Hidráulica,Comunidadvalenciana,24524.357,2024-01-01
Nuclear,Comunidadvalenciana,707248.695,2024-01-01
Fuel + Gas,Comunidadvalenciana,NA,2024-01-01
Ciclo combinado,Comunidadvalenciana,242274.779,2024-01-01
Eólica,Comunidadvalenciana,246712.131,2024-01-01
Solar fotovoltaica,Comunidadvalenciana,33521.507,2024-01-01
Solar térmica,Comunidadvalenciana,1301.803,2024-01-01
Otras renovables,Comunidadvalenciana,2387.549,2024-01-01
Cogeneración,Comunidadvalenciana,85313.969,2024-01-01
Residuos no renovables,Comunidadvalenciana,3451.597,2024-01-01
Generación total,Comunidadvalenciana,1346736.387,2024-01-01
Hidráulica,Comunidadvalenciana,32029.001,2024-02-01
Nuclear,Comunidadvalenciana,673241.913,2024-02-01
